ticker,origem,setor,investment,quality,value,safety,dividend,rank_invest,oportunidade_grafica,criterios_ok,criterios_aplicaveis,passa_checklist,roe_ge_selic,roe_ge_setor,roic_ge_setor,margem_ge_15,cagr_ge_setor,divida_ok,marketcap_ok,insider_ok,market_cap,pl,pvp,dy,dy_teto,roe,roic,mrg_liq,div_liq_ebitda,liq_corr,div_patrim,peg,close,teto_bazin,teto_gordon,teto_dcf,teto_graham,teto_lynch,teto_medio,teto_mediana,teto_ajustado,teto_upside_pct,teto_upside_media_pct,prox_resultado,ex_dividendo,ex_tipo,tese_ia,strategy,trend,breakout_level,pct_to_level,dist_52w_high_pct,fund_ok,breakout,aprovado,note
BMGB4,SMALL11,Financial Services,57.86,52.6,57.32,,71.21,45,Rompimento,1,6,False,False,False,False,,False,,True,False,3559306240.0,5.97,0.83,7.41,14.73,13.98,0.0,28.17,,,,0.69,5.519999980926514,5.71,10.45,11.88,11.76,21.57,12.27,11.76,10.59,91.78,122.36,n/d,2026-08-24,próxima,"A análise do Banco BMG (BMGB4) sob a ótica fundamentalista revela um ativo que transita em uma tendência lateral de preços, com sinal gráfico de rompimento e uma clara assimetria entre múltiplos descontados e indicadores de eficiência. O retorno sobre o patrimônio líquido (ROE) de 14,0% e o retorno sobre o capital investido (ROIC) de 0,0% situam-se abaixo dos pares do setor de serviços financeiros, que registram médias de 20,1% e 7,9%, respectivamente, sugerindo que a instituição enfrenta desafios para rentabilizar seus recursos no mesmo patamar de seus concorrentes. Essa menor rentabilidade relativa, contudo, convive com múltiplos de preço bastante depreciados, visto que o preço sobre o lucro (P/L) de 5,97 e o preço sobre o valor patrimonial (P/VP) de 0,83 indicam um papel negociado com desconto em relação ao seu valor de livro. O dividend yield de 7,41% mostra-se atrativo e coerente com a forte margem líquida de 28,17%, sugerindo que a distribuição de proventos possui sustentabilidade lastreada na conversão de receitas em lucro líquido, mesmo diante de um crescimento histórico de receita nos últimos cinco anos de 8,6%, ligeiramente abaixo da média setorial de 8,9%. No que tange ao checklist de critérios de qualidade e segurança, o ativo atendeu a apenas um dos seis requisitos aplicáveis, penalizado principalmente pelo ROE inferior à taxa Selic e à média do setor, pelo ROIC abaixo dos pares e pela presença de vendas por parte de insiders, embora preserve a segurança de um valor de mercado robusto de aproximadamente 3,52 bilhões de reais. Sob a perspectiva de valuation, as projeções de preço-teto apresentam uma dispersão acentuada entre as metodologias, variando desde os conservadores 5,20 reais pelo modelo de Gordon e 6,74 reais por Bazin, até estimativas mais otimistas de 11,63 reais por Graham, 11,75 reais por fluxo de caixa descontado e 14,64 reais pelo modelo de Lynch. Essa disparidade resulta em uma média de 9,99 reais e uma mediana de 11,63 reais, o que projeta um expressivo potencial de valorização de 113,1% frente ao preço atual de 5,46 reais. Em balanço, os principais prós residem no valuation descontado, no carrego atraente de dividendos e no elevado potencial de valorização implícito nas métricas de preço-teto, enquanto os contras concentram-se na rentabilidade inferior à média do setor, no crescimento de receita abaixo dos pares e no fraco desempenho no checklist de critérios fundamentais.",Rompimento,Lateral,5.460000038146973,1.0989000432297447,-5.190181799719551,True,True,True,"Rompimento (vol x0.7, +1.1% do topo, MM50>MM200)"
BBDC4,BOVA11,Financial Services,57.63,51.05,54.36,,79.55,46,Não,1,6,False,False,False,False,,False,,True,False,196376903680.0,8.12,1.11,8.54,8.34,13.7,0.0,25.36,,,,,18.030000686645508,10.55,15.26,22.53,28.49,,19.21,18.89,17.0,-5.69,6.53,n/d,2026-08-04,última,,,Em Alta,18.9505615234375,-4.857696884883699,-15.102882604418145,True,False,False,sem sinal (Em Alta; sem novo topo (-4.9%))
IGTI11,BOVA11,Real Estate,56.47,72.91,40.13,75.81,25.0,47,Não,2,6,False,False,False,False,True,True,,,False,,11.88,1.54,1.15,2.45,12.93,12.16,46.59,,2.82,0.81,0.1,25.09000015258789,4.32,7.9,27.14,27.82,63.36,26.11,27.14,24.42,-2.66,4.05,n/d,2026-10-16,próxima,,,Lateral,26.541290283203125,-5.468046636503177,-17.539247369209132,True,False,False,sem sinal (Lateral; sem novo topo (-5.5%))
BBSE3,BOVA11,Financial Services,56.18,69.17,25.19,,87.88,48,Não,4,6,False,True,True,False,,False,,True,True,80678289408.0,8.89,7.5,11.1,11.12,84.38,0.0,87.93,,,,,41.560001373291016,32.43,46.89,47.43,24.14,,37.73,39.66,35.7,-14.11,-9.23,2026-11-03,2026-02-13,última,,,Em Alta,42.58000183105469,-2.3954918128250458,-2.9878589513019693,True,False,False,sem sinal (Em Alta; sem novo topo (-2.4%))
CMIG4,BOVA11,Utilities,55.81,58.09,48.69,42.41,82.58,49,Não,6,7,False,True,True,True,False,True,,True,True,32239886336.0,6.67,1.12,9.37,17.42,16.75,9.62,11.15,,0.93,0.69,,11.270000457763672,13.78,19.92,17.14,19.56,,17.6,18.35,16.52,46.55,56.18,2026-08-13,2026-06-24,última,,,Em Alta,11.34000015258789,-0.6172812511668679,-15.489709677287278,True,False,False,sem sinal (Em Alta; sem novo topo (-0.6%))
SMTO3,BOVA11,Basic Materials,55.07,47.37,78.17,55.3,26.52,50,Não,3,7,False,False,True,False,False,True,,True,False,4631796736.0,5.54,0.63,1.55,3.4,11.35,6.93,11.25,,2.62,1.61,0.08,14.350000381469727,3.42,6.27,33.28,36.43,77.71,31.42,33.28,29.95,108.73,118.98,2026-08-10,2026-07-06,última,,,Em Baixa,16.049999237060547,-10.591893684738663,-32.93503150001993,True,False,False,sem sinal (Em Baixa; sem novo topo (-10.6%))
SUZB3,BOVA11,Basic Materials,54.73,66.16,57.67,56.6,19.7,51,Não,5,7,False,True,True,False,True,False,,True,True,52848381952.0,4.78,1.13,0.01,3.06,23.68,6.83,22.96,,3.52,2.02,,42.810001373291016,9.2,13.3,90.87,87.37,,50.19,50.34,45.31,5.83,17.23,2026-08-12,2026-04-30,última,,,Em Alta,43.31999969482422,-1.1772814522760355,-28.224060644900284,True,False,False,sem sinal (Em Alta; sem novo topo (-1.2%))
CPFE3,BOVA11,Utilities,54.68,75.96,37.39,26.44,77.27,52,Não,6,7,False,True,True,True,False,True,,True,True,53165019136.0,9.27,2.2,8.05,10.17,23.72,15.33,12.79,,1.15,1.43,0.52,46.13999938964844,32.93,60.29,63.95,48.46,140.21,69.17,60.29,54.26,17.59,49.91,2026-08-13,2026-04-30,última,,,Em Alta,47.189998626708984,-2.2250461276052236,-12.929985929678944,True,False,False,sem sinal (Em Alta; sem novo topo (-2.2%))
ABEV3,BOVA11,Consumer Defensive,54.21,78.66,22.6,55.48,58.71,53,Não,6,7,False,True,True,True,True,True,,True,False,244308688896.0,15.4,2.83,5.69,5.43,18.4,20.62,18.41,,1.02,0.03,0.59,15.8100004196167,6.03,11.03,13.19,11.36,30.8,14.48,11.36,10.22,-35.33,-8.4,2026-10-29,2026-06-23,última,,,Em Baixa,16.1299991607666,-1.9838732659592684,-6.959962938429376,True,False,False,sem sinal (Em Baixa; sem novo topo (-2.0%))
RDOR3,BOVA11,Healthcare,53.98,70.47,19.16,49.64,90.91,54,Não,4,7,False,True,True,True,False,False,,True,False,75217166336.0,16.7,3.9,12.63,4.01,23.35,15.25,8.08,,2.86,2.44,,34.5,9.7,14.03,20.96,20.28,,16.24,17.15,15.44,-55.26,-52.92,2026-08-12,2026-06-26,última,,,Em Baixa,36.0099983215332,-4.19327517888346,-23.251461095798042,True,False,False,sem sinal (Em Baixa; sem novo topo (-4.2%))
ALUP11,SMALL11,Utilities,53.86,61.14,40.92,69.69,41.67,55,Não,4,7,False,False,True,False,True,False,,True,True,15615787008.0,9.75,1.17,3.28,4.6,12.0,9.46,25.17,,3.3,1.14,,32.83000183105469,10.6,15.32,34.16,46.11,,26.55,24.74,22.27,-32.17,-19.14,n/d,2026-05-15,última,,,Lateral,33.75,-2.7259205005787046,-10.958039520178819,True,False,False,sem sinal (Lateral; sem novo topo (-2.7%))
SAPR11,SMALL11,Utilities,53.11,59.16,63.92,45.66,27.27,56,Não,4,7,False,False,False,True,True,False,,True,True,10551232512.0,8.71,0.84,1.57,6.34,9.64,11.81,16.66,,1.08,0.57,,34.90999984741211,15.53,22.45,40.67,61.22,,34.97,31.56,28.4,-18.64,0.16,n/d,2026-01-02,última,,,Em Baixa,37.2599983215332,-6.3070278582460055,-28.345650712797156,True,False,False,sem sinal (Em Baixa; sem novo topo (-6.3%))
STBP3,BOVA11,,52.32,98.86,19.45,,9.47,57,Não,4,4,True,True,True,True,,,,,True,,13.44,13.6,0.0,0.0,101.21,33.73,,,,,,,,,,,,,,,,,n/d,n/d,,,,,,,,True,False,False,histórico insuficiente
ITUB4,BOVA11,Financial Services,51.8,59.96,28.79,,78.79,58,Não,4,6,False,True,True,False,,True,,True,False,468319371264.0,9.96,2.24,8.24,7.15,22.45,0.0,33.28,,,,0.87,42.529998779296875,21.35,39.09,54.86,42.71,79.23,47.45,42.71,38.44,-9.62,11.57,n/d,2026-09-01,próxima,,,Lateral,43.16999816894531,-1.482509652059305,-12.667634075121281,True,False,False,sem sinal (Lateral; sem novo topo (-1.5%))
BEEF3,BOVA11,Consumer Defensive,51.77,68.81,55.0,13.31,56.82,59,Não,4,7,False,True,True,True,False,False,,True,False,3597848832.0,5.09,2.87,5.4,3.41,56.47,17.78,1.25,,1.32,13.29,,3.630000114440918,0.87,1.26,7.24,4.51,,3.47,2.88,2.59,-28.59,-4.51,2026-08-12,2026-04-29,última,,,Lateral,3.7200000286102295,-2.4193525128260562,-50.374693636384734,True,False,False,sem sinal (Lateral; sem novo topo (-2.4%))
RANI3,SMALL11,Consumer Cyclical,51.69,54.7,41.94,54.93,59.85,60,Não,2,7,False,False,False,True,False,False,,True,False,1917333632.0,14.85,1.34,5.78,8.89,9.03,11.69,12.12,,2.19,1.29,,8.34000015258789,5.2,7.52,5.7,8.87,,6.82,6.61,5.95,-28.67,-18.2,n/d,2026-05-08,última,,,Em Alta,8.420000076293945,-0.9501178501326923,-14.408700284039888,True,False,False,sem sinal (Em Alta; sem novo topo (-1.0%))
ANIM3,SMALL11,Consumer Defensive,51.62,46.49,70.13,39.18,43.18,61,Não,4,7,False,False,False,True,False,True,,True,True,812399424.0,6.59,0.37,3.55,6.41,5.62,14.19,3.27,,1.9,2.02,0.55,2.1500000953674316,0.97,1.77,4.19,6.53,6.01,3.89,4.19,3.77,75.47,81.1,n/d,2026-04-27,última,,,Em Baixa,2.2699999809265137,-5.286338615302688,-59.345627089043674,True,False,False,sem sinal (Em Baixa; sem novo topo (-5.3%))
WEGE3,BOVA11,Industrials,51.48,85.64,4.3,64.13,49.24,62,Não,5,7,False,True,True,True,True,False,,True,False,205385875456.0,33.0,10.94,4.08,2.33,33.16,24.33,15.58,,1.59,0.29,,48.95000076293945,8.0,11.57,15.05,12.22,,11.71,11.9,10.71,-78.13,-76.07,2026-10-21,2026-06-22,última,,,Lateral,49.16999816894531,-0.44742203416392456,-9.828408469869764,True,False,False,sem sinal (Lateral; sem novo topo (-0.4%))
AZUL4,BOVA11,,51.31,36.36,89.67,,9.47,63,Não,1,4,False,False,False,False,,,,,True,,0.07,-0.08,0.0,0.0,-119.0,13.31,,,,,,,,,,,,,,,,,n/d,n/d,,,,,,,,True,False,False,histórico insuficiente
FLRY3,BOVA11,Healthcare,50.84,57.31,29.79,61.5,63.64,64,Não,3,7,False,False,True,False,False,False,,True,True,9464532992.0,15.08,1.85,6.17,6.05,12.25,12.31,7.47,,2.14,1.02,1.24,17.40999984741211,7.39,13.54,14.83,15.64,21.07,14.5,14.83,13.35,-23.32,-16.74,2026-08-06,2025-12-03,última,,,Em Alta,17.489999771118164,-0.45740380076025877,-3.8121575663833673,True,False,False,sem sinal (Em Alta; sem novo topo (-0.5%))
SBFG3,SMALL11,Consumer Cyclical,50.19,39.71,62.84,43.18,58.71,65,Não,3,7,False,False,False,False,False,True,,True,True,2161321728.0,6.57,0.71,5.69,2.67,10.84,7.5,4.2,,1.39,0.94,0.46,9.369999885559082,1.76,3.22,18.32,20.58,24.21,13.62,18.32,16.49,76.01,45.33,n/d,2026-04-27,última,,,Em Baixa,10.039999961853027,-6.673307558163444,-38.696249926991136,True,False,False,sem sinal (Em Baixa; sem novo topo (-6.7%))
USIM5,BOVA11,Basic Materials,49.61,11.21,85.55,93.01,9.47,66,Não,3,7,False,False,False,False,False,True,,True,True,9232070656.0,-4.06,0.45,0.0,6.18,-11.18,4.67,-10.32,,4.54,0.29,-0.03,7.5,3.25,5.96,,,,4.6,4.6,4.14,-44.75,-38.61,n/d,2024-04-26,última,,,Em Baixa,8.6899995803833,-13.693896868183874,-38.42364686302231,True,False,False,sem sinal (Em Baixa; sem novo topo (-13.7%))
VIVT3,BOVA11,Communication Services,49.4,47.58,38.77,49.88,74.24,67,Não,5,7,False,False,True,True,False,True,,True,True,100022476800.0,15.48,1.56,7.85,6.43,10.05,9.1,10.68,,0.95,0.3,0.84,31.299999237060547,14.13,25.86,25.98,30.21,50.41,29.32,25.98,23.38,-25.3,-6.33,2026-07-27,2026-07-28,última,,,Em Baixa,35.95353698730469,-12.943198750897078,-24.078724245521897,True,False,False,sem sinal (Em Baixa; sem novo topo (-12.9%))
ALOS3,BOVA11,Real Estate,49.24,50.06,33.07,44.78,85.61,68,Não,2,7,False,False,False,False,True,False,,True,False,13752940544.0,16.79,1.07,10.69,6.09,6.39,6.3,28.04,,0.77,0.48,7.3,27.5,11.75,14.33,14.02,30.78,13.74,16.92,14.02,12.62,-54.11,-38.46,n/d,n/d,,,,Em Baixa,27.923965454101562,-1.5182852693269244,-16.143284044425588,False,False,False,sem sinal (Em Baixa; sem novo topo (-1.5%))
VALE3,BOVA11,Basic Materials,49.21,51.61,35.09,50.26,70.45,69,Rompimento,2,7,False,False,False,True,False,False,,True,False,326757449728.0,32.67,1.72,7.34,12.72,5.27,18.11,4.76,,1.19,0.55,,76.77999877929688,68.51,99.06,23.85,48.58,,60.0,58.55,52.69,-31.37,-21.85,n/d,n/d,,,Rompimento,Em Baixa,76.30999755859375,0.6159104124492165,-16.197340670608938,False,True,False,"Rompimento (vol x0.8, +0.6% do topo, MM50>MM200)"
BBAS3,BOVA11,Financial Services,49.11,40.82,66.67,,33.33,70,Não,2,6,False,False,False,False,,False,,True,True,120114700288.0,8.36,0.64,2.62,8.34,7.71,0.0,20.42,,,,,21.049999237060547,12.32,17.81,25.55,43.17,,24.71,21.68,19.51,-7.3,17.4,n/d,n/d,,,,Em Alta,21.350000381469727,-1.4051575599481447,-23.572619786739658,False,False,False,sem sinal (Em Alta; sem novo topo (-1.4%))
SBSP3,BOVA11,Utilities,48.97,76.98,26.61,45.81,32.58,71,Não,7,7,True,True,True,True,True,True,,True,True,97834754048.0,11.31,2.26,2.42,2.57,19.97,13.3,22.03,,1.74,1.18,0.73,27.81999969482422,5.01,9.17,31.6,26.1,44.19,23.22,26.1,23.49,-15.56,-16.55,n/d,n/d,,,,Em Baixa,29.979999542236328,-7.204802803179056,-21.2299703555754,False,False,False,sem sinal (Em Baixa; sem novo topo (-7.2%))
LWSA3,SMALL11,Technology,48.89,11.4,72.72,59.16,75.0,72,Não,2,7,False,False,False,False,False,True,,True,False,2158520320.0,-10.11,0.94,7.88,2.64,-9.34,5.67,-14.56,,1.14,0.03,-0.21,3.930000066757202,0.73,1.33,,,,1.03,1.03,0.93,-76.39,-73.77,n/d,n/d,,,,Em Baixa,3.9600000381469727,-0.7575750277974413,-18.18931481887346,False,False,False,sem sinal (Em Baixa; sem novo topo (-0.8%))
IRBR3,BOVA11,Financial Services,48.37,22.9,84.47,,35.61,73,Não,1,6,False,False,False,False,,False,,True,False,4396102144.0,-109.83,0.84,2.9,2.92,-0.76,0.0,6.77,,,,,54.15999984741211,11.11,16.07,,,,13.59,13.59,12.23,-77.42,-74.91,n/d,n/d,,,,Em Baixa,57.45000076293945,-5.726720403543839,-16.321562694756764,False,False,False,sem sinal (Em Baixa; sem novo topo (-5.7%))
UGPA3,BOVA11,Energy,48.33,57.76,40.89,44.0,46.97,74,Não,6,7,False,True,True,True,False,True,,True,True,34512240640.0,12.14,2.21,3.99,4.42,18.19,14.05,2.06,,1.67,1.14,0.07,32.290000915527344,10.01,18.33,34.17,29.57,79.79,34.38,29.57,26.61,-17.58,6.46,n/d,n/d,,,,Em Alta,33.38999938964844,-3.2943950111664733,-3.2943950111664733,False,False,False,sem sinal (Em Alta; sem novo topo (-3.3%))
GGBR4,BOVA11,Basic Materials,47.79,36.84,40.54,87.51,34.85,75,Rompimento,3,7,False,False,False,True,False,True,,True,False,51847602176.0,22.96,0.96,2.66,6.78,4.18,10.03,2.37,,2.76,0.29,0.61,26.40999984741211,12.56,23.0,14.78,26.68,34.51,22.31,23.0,20.7,-21.62,-15.54,n/d,n/d,,,Rompimento,Em Alta,25.8700008392334,2.087355974723315,-0.11346704250956297,False,True,False,"Rompimento (vol x1.6, +2.1% do topo, MM50>MM200)"
CXSE3,BOVA11,Financial Services,47.7,64.36,18.39,,67.42,76,Não,5,6,False,True,True,False,,True,,True,True,58169999360.0,13.49,4.3,6.85,9.63,31.89,-1.14,75.12,,,,1.42,19.389999389648438,13.1,23.98,18.47,12.08,27.49,19.02,18.47,16.62,-14.28,-1.89,n/d,n/d,,,,Em Baixa,22.04433250427246,-12.040886763568736,-12.431123111936614,False,False,False,sem sinal (Em Baixa; sem novo topo (-12.0%))
GOAU4,BOVA11,Basic Materials,47.13,28.1,47.18,88.44,36.36,77,Rompimento,2,7,False,False,False,True,False,False,,True,False,15252742144.0,26.28,0.8,2.91,8.27,3.04,8.92,0.83,,2.76,0.29,6.26,11.529999732971191,6.69,9.88,4.55,11.93,5.47,7.7,6.69,6.02,-47.79,-33.19,n/d,n/d,,,Rompimento,Em Alta,11.40999984741211,1.0517080382459243,-0.17316413362240546,False,True,False,"Rompimento (vol x1.6, +1.1% do topo, MM50>MM200)"
VAMO3,BOVA11,Industrials,46.02,56.8,46.8,27.56,43.94,78,Não,4,7,False,False,True,True,False,False,,True,True,4092830720.0,13.23,1.56,3.74,2.92,11.81,15.28,5.09,,1.77,6.47,,3.3499999046325684,0.69,0.99,2.57,3.5,,1.94,1.78,1.6,-52.14,-42.18,n/d,n/d,,,,Em Alta,3.4200000762939453,-2.046788599409388,-32.18623753382141,False,False,False,sem sinal (Em Alta; sem novo topo (-2.0%))
TOTS3,BOVA11,Technology,46.0,77.04,15.83,48.7,30.3,79,Rompimento,5,7,False,True,True,True,True,False,,True,False,18537125888.0,20.58,3.84,2.14,1.39,18.65,20.25,15.22,,1.62,0.92,1.19,32.34000015258789,3.15,5.76,20.19,17.26,29.37,15.15,17.26,15.53,-51.98,-53.17,n/d,n/d,,,Rompimento,Em Alta,31.790000915527344,1.7301013564674284,-32.17818038402015,False,True,False,"Rompimento (vol x0.8, +1.7% do topo, MM50>MM200)"
YDUQ3,BOVA11+SMALL11,Consumer Defensive,45.64,38.07,55.74,26.82,68.18,80,Não,2,7,False,False,False,True,False,False,,True,False,2111924864.0,19.16,0.76,6.87,3.6,3.96,10.92,2.14,,1.47,1.78,,8.300000190734863,2.1,3.03,4.4,10.32,,4.96,3.71,3.34,-59.73,-40.24,n/d,n/d,,,,Em Baixa,8.84000015258789,-6.1085967481000925,-45.71615296636685,False,False,False,sem sinal (Em Baixa; sem novo topo (-6.1%))
ARML3,SMALL11,Industrials,45.59,35.72,35.36,41.4,94.7,81,Rompimento,2,7,False,False,False,False,False,False,,True,True,1243873664.0,24.18,0.96,15.57,4.75,3.96,9.81,2.66,,2.16,2.35,9.67,3.5899999141693115,1.2,1.49,1.3,3.53,1.08,1.72,1.3,1.17,-67.53,-52.13,n/d,n/d,,,Rompimento,Em Alta,3.559999942779541,0.8426958391001493,-43.01587610348062,False,True,False,"Rompimento (vol x0.6, +0.8% do topo, MM50>MM200)"
BRAP4,BOVA11,Financial Services,45.19,20.96,52.86,,86.36,82,Rompimento,3,6,False,False,False,False,,True,,True,True,8659918848.0,10.99,1.1,10.78,24.06,10.0,-0.47,0.0,,,,0.15,22.020000457763672,37.18,68.08,25.74,30.04,60.11,44.23,37.18,33.47,51.98,100.87,n/d,n/d,,,Rompimento,Em Baixa,22.0,0.09091117165305196,-14.085051975065898,False,True,False,"Rompimento (vol x0.5, +0.1% do topo, MM50>MM200)"
PRIO3,BOVA11,Energy,45.06,62.01,35.47,56.46,9.47,83,Não,2,7,False,False,True,False,False,False,,True,False,46983176192.0,13.18,1.81,0.0,0.18,13.71,10.92,14.65,,1.92,1.01,0.79,58.869998931884766,0.73,1.34,57.39,57.17,75.39,38.4,57.17,51.46,-12.59,-34.76,n/d,n/d,,,,Em Alta,60.849998474121094,-3.2539023695759006,-19.33406930120165,False,False,False,sem sinal (Em Alta; sem novo topo (-3.3%))
BPAC11,BOVA11,Financial Services,44.82,61.26,32.53,,31.06,84,Não,4,6,False,True,True,False,,True,,True,False,191492112384.0,12.76,2.96,2.17,2.64,23.23,0.0,38.77,,,,0.32,56.83000183105469,10.52,19.27,57.22,43.86,133.61,52.9,43.86,39.48,-30.54,-6.92,n/d,n/d,,,,Em Alta,57.119998931884766,-0.5076980151485944,-13.236638425870705,False,False,False,sem sinal (Em Alta; sem novo topo (-0.5%))
AMBP3,SMALL11,Industrials,44.63,21.43,88.42,45.93,9.47,85,Não,2,7,False,False,False,False,False,True,,False,True,267086304.0,-1.04,0.24,0.0,0.85,-23.47,9.57,-1.42,,2.72,5.56,-0.04,0.1599999964237213,0.01,0.02,,,,0.01,0.01,0.01,-92.44,-91.6,n/d,n/d,,,,Em Baixa,0.17000000178813934,-5.8823560348431165,-99.17440658744904,False,False,False,sem sinal (Em Baixa; sem novo topo (-5.9%))
HAPV3,BOVA11,Financial Services,44.5,14.87,96.59,,9.47,86,Não,1,6,False,False,False,False,,False,,True,False,5358991872.0,-13.81,0.12,0.0,0.13,-0.89,1.71,-1.35,,,,-3.95,11.279999732971191,0.1,0.14,,,,0.12,0.12,0.11,-99.02,-98.91,n/d,n/d,,,,Em Alta,11.90999984741211,-5.289673572731479,-73.55836902644651,False,False,False,sem sinal (Em Alta; sem novo topo (-5.3%))
MYPK3,SMALL11,Consumer Cyclical,44.37,28.6,64.4,45.09,40.15,87,Não,1,7,False,False,False,False,False,False,,True,False,1392859008.0,16.04,0.36,3.22,5.44,2.23,9.23,0.6,,1.75,1.25,,9.300000190734863,3.55,5.13,5.88,18.36,,8.23,5.51,4.96,-46.69,-11.49,n/d,n/d,,,,Em Alta,9.710000038146973,-4.222449493320013,-34.83730024950743,False,False,False,sem sinal (Em Alta; sem novo topo (-4.2%))
VBBR3,BOVA11,Consumer Cyclical,44.16,45.6,35.31,49.98,50.76,88,Não,3,7,False,False,True,False,False,True,,True,False,41801998336.0,14.13,1.95,4.26,6.07,13.83,9.9,1.56,,1.77,1.1,0.09,35.040000915527344,14.92,27.32,31.86,31.66,74.39,36.03,31.66,28.5,-18.67,2.83,n/d,n/d,,,,Em Alta,36.130001068115234,-3.0168838094771555,-4.340704630696601,False,False,False,sem sinal (Em Alta; sem novo topo (-3.0%))
ECOR3,SMALL11,Industrials,44.12,54.18,42.32,24.81,50.0,89,Não,3,7,False,False,True,True,False,False,,True,False,5029341696.0,9.07,1.2,4.25,2.5,13.28,11.52,6.26,,1.69,6.29,1.65,7.230000019073486,1.27,2.18,9.61,10.4,6.38,5.97,6.38,5.74,-20.57,-17.45,n/d,n/d,,,,Em Baixa,7.570000171661377,-4.491415388082764,-39.40994723704529,False,False,False,sem sinal (Em Baixa; sem novo topo (-4.5%))
SMFT3,SMALL11,Consumer Cyclical,43.58,53.08,38.13,28.07,53.03,90,Não,2,7,False,False,False,False,False,True,,True,False,12212839424.0,17.89,2.08,5.04,2.63,11.65,10.54,9.0,,1.72,2.52,0.47,19.899999618530273,3.67,6.72,14.29,15.47,33.37,14.7,14.29,12.86,-35.36,-26.11,n/d,n/d,,,,Em Baixa,20.969999313354492,-5.1025261319050275,-24.632022517363218,False,False,False,sem sinal (Em Baixa; sem novo topo (-5.1%))
CSMG3,SMALL11,Utilities,42.75,66.73,14.08,44.03,42.42,91,Não,5,7,False,True,True,True,True,False,,True,False,24191774720.0,17.93,2.77,3.42,10.18,15.46,11.6,16.14,,1.6,1.08,,63.79999923706055,45.59,65.91,36.1,42.94,,47.64,44.27,39.84,-37.56,-25.33,n/d,n/d,,,,Em Alta,65.36000061035156,-2.3867829845826916,-5.927455729656195,False,False,False,sem sinal (Em Alta; sem novo topo (-2.4%))
SIMH3,SMALL11,Industrials,42.43,30.54,81.84,13.79,29.55,92,Não,3,7,False,False,False,True,False,False,,True,True,4489108992.0,-49.49,1.04,1.66,2.23,-2.1,11.4,-0.2,,1.3,8.66,-8.11,7.690000057220459,1.2,2.2,,,,1.7,1.7,1.53,-80.05,-77.84,n/d,n/d,,,,Em Baixa,7.880000114440918,-2.4111682038210125,-47.36226871708449,False,False,False,sem sinal (Em Baixa; sem novo topo (-2.4%))
SLCE3,BOVA11,Consumer Defensive,42.42,38.92,33.13,48.85,60.61,93,Não,1,7,False,False,False,False,False,False,,True,False,6715091968.0,20.89,1.27,5.93,7.05,6.1,9.78,3.82,,2.2,1.77,,13.529999732971191,6.69,9.68,6.57,12.46,,8.85,8.19,7.37,-45.55,-34.59,n/d,n/d,,,,Em Alta,13.960000038146973,-3.080231404016953,-30.544147582572634,False,False,False,sem sinal (Em Alta; sem novo topo (-3.1%))
PNVL3,SMALL11,Healthcare,41.97,41.63,38.81,53.22,34.09,94,Não,3,7,False,False,True,False,False,False,,True,True,1846408192.0,14.13,1.44,2.64,2.49,10.18,9.82,2.32,,1.81,1.07,0.48,12.390000343322754,2.16,3.96,11.27,13.03,26.31,11.34,11.27,10.14,-18.16,-8.44,n/d,n/d,,,,Em Alta,12.4399995803833,-0.4019231410537283,-23.965710689237607,False,False,False,sem sinal (Em Alta; sem novo topo (-0.4%))
FRAS3,SMALL11,Consumer Cyclical,41.8,52.61,19.01,60.01,37.88,95,Não,3,7,False,False,False,True,False,False,,True,True,5521741824.0,22.42,2.36,3.03,3.07,10.53,13.92,4.68,,2.29,1.23,,19.90999984741211,4.28,6.19,9.01,12.98,,8.12,7.6,6.84,-65.63,-59.23,n/d,n/d,,,,Lateral,21.170000076293945,-5.951819670953984,-20.751638790296212,False,False,False,sem sinal (Lateral; sem novo topo (-6.0%))
RENT3,BOVA11,Industrials,41.45,49.62,36.34,25.02,54.55,96,Não,4,7,False,False,True,True,False,True,,True,False,43499737088.0,19.5,1.67,5.24,3.46,8.57,12.41,5.13,,1.23,1.66,0.49,39.380001068115234,9.55,17.49,25.95,32.73,60.58,29.26,25.95,23.35,-40.7,-25.7,n/d,n/d,,,,Em Baixa,40.349998474121094,-2.4039589657679383,-25.257563268541073,False,False,False,sem sinal (Em Baixa; sem novo topo (-2.4%))
RAPT4,SMALL11,Industrials,41.17,19.64,81.95,41.43,9.47,97,Não,1,7,False,False,False,False,False,False,,True,False,1771333888.0,-6.14,0.57,0.0,4.3,-9.35,8.29,-2.23,,2.07,2.19,,5.079999923706055,1.53,2.22,,,,1.88,1.88,1.69,-66.78,-63.08,n/d,n/d,,,,Em Alta,5.139999866485596,-1.167314092180416,-30.315501367783526,False,False,False,sem sinal (Em Alta; sem novo topo (-1.2%))
MRVE3,BOVA11,Real Estate,40.89,15.04,80.48,50.3,9.47,98,Não,1,7,False,False,False,False,False,False,,True,False,2656578304.0,-3.42,0.5,0.0,2.66,-14.6,6.58,-6.68,,2.08,1.43,-0.16,4.71999979019165,0.88,1.61,,,,1.25,1.25,1.12,-76.22,-73.58,n/d,n/d,,,,Em Baixa,4.869999885559082,-3.080084166166497,-55.175689364810324,False,False,False,sem sinal (Em Baixa; sem novo topo (-3.1%))
