ticker,origem,grupo,setor,investment,investment_base,consistencia,basileia,quality,value,safety,dividend,rank_invest,oportunidade_grafica,criterios_ok,criterios_aplicaveis,passa_checklist,mais_5a_bolsa,sem_prejuizo_anual,lucro_20t,div_ge5_5a,roe_ge_10,divida_menor_patrim,cresc_receita_5a,cresc_lucro_5a,n_ok,n_aplic,roe_roic_ge_selic,roe_ge_setor,roic_ge_setor,margem_ge_15,cagr_ge_setor,divida_ok,marketcap_ok,insider_ok,alavancagem_ok,div_liq_patrim,nde_ok,market_cap,pl,pvp,dy,dy_teto,roe,roic,mrg_liq,div_liq_ebitda,liq_corr,div_patrim,peg,close,teto_bazin,teto_gordon,teto_dcf,teto_graham,teto_lynch,teto_medio,teto_mediana,teto_ajustado,teto_n_metodos,teto_upside_pct,teto_upside_media_pct,prox_resultado,ex_dividendo,ex_tipo,tese_ia,strategy,trend,breakout_level,pct_to_level,dist_52w_high_pct,fund_ok,breakout,aprovado,note
BLAU3,SMALL11,SMALL11,Healthcare,60.63,62.51,50.0,,60.49,55.48,87.61,38.93,40,Não,3,7,False,,True,,False,True,True,False,False,3,6,False,True,False,False,False,,True,True,True,,True,2058075904.0,8.52,0.91,8.34,3.81,10.63,12.15,13.82,,2.66,0.25,1.19,8.90999984741211,2.43,4.5,13.86,15.18,11.49,13.51,13.86,12.47,3.0,39.96,51.62,n/d,2026-06-26,última,,,Em Baixa,9.680000305175781,-7.954549932730492,-37.61843258427754,True,False,False,sem sinal (Em Baixa; sem novo topo (-8.0%))
SANB11,BOVA11,BOVA11,Financial Services,59.96,56.43,80.0,,54.24,56.35,,66.44,41,Não,3,6,False,,True,,True,True,,True,False,4,5,True,False,False,,True,,True,False,True,,True,157281763328.0,7.08,1.11,7.88,7.32,15.69,0.0,28.66,,,,0.94,29.270000457763672,15.3,28.38,54.78,49.53,61.51,32.82,28.38,25.55,3.0,-12.73,12.13,n/d,2026-07-22,última,,,Lateral,29.479999542236328,-0.7123442596116303,-19.718206293424966,True,False,False,sem sinal (Lateral; sem novo topo (-0.7%))
ABEV3,BOVA11,BOVA11,Consumer Defensive,59.84,55.69,83.33333333333333,,78.54,18.3,53.71,50.34,42,Não,5,7,False,,True,,False,True,True,True,True,5,6,True,True,True,True,False,,True,False,True,,True,241990762496.0,15.19,2.8,4.95,5.43,18.4,20.62,18.41,,1.02,0.03,4.72,15.65999984741211,6.08,8.14,9.87,11.39,8.92,8.88,8.92,8.03,5.0,-48.74,-43.3,2026-10-29,2026-09-22,próxima,,,Em Baixa,16.1299991607666,-2.9138210651472485,-7.842699081804517,True,False,False,sem sinal (Em Baixa; sem novo topo (-2.9%))
ALUP11,SMALL11,SMALL11,Utilities,59.66,61.37,50.0,,67.01,51.42,67.65,48.32,43,Não,6,7,False,,True,,False,True,False,False,True,3,6,True,True,True,True,False,,True,True,True,,True,15463575552.0,7.73,1.11,3.32,4.6,14.38,10.21,25.17,,3.3,1.14,0.83,32.5099983215332,10.68,19.81,55.73,52.64,58.32,55.56,55.73,50.15,3.0,54.27,70.91,n/d,2026-05-15,última,,,Lateral,33.709999084472656,-3.5597769075354058,-11.825957225296435,True,False,False,sem sinal (Lateral; sem novo topo (-3.6%))
CMIG4,BOVA11,BOVA11,Utilities,59.63,55.45,83.33333333333333,,56.1,51.31,39.23,95.3,44,Não,4,7,False,,True,,True,True,True,False,True,5,6,True,True,False,False,False,,True,True,True,,True,31782176768.0,6.57,1.1,9.51,17.42,16.75,9.62,11.15,,0.93,0.69,,11.109999656677246,13.83,20.13,17.59,19.6,,17.79,18.59,16.74,4.0,50.63,60.1,2026-08-13,2026-06-24,última,,,Em Alta,11.34000015258789,-2.0282230407038915,-16.689506802616194,True,False,False,sem sinal (Em Alta; sem novo topo (-2.0%))
TEND3,SMALL11,SMALL11,Real Estate,59.41,64.01,33.333333333333336,,77.62,51.94,60.38,40.27,45,Não,4,7,False,,False,,False,True,True,False,False,2,6,True,True,True,False,False,,True,False,True,,True,4055180288.0,7.01,2.64,2.49,3.86,37.61,14.39,12.08,,1.96,0.8,0.47,33.099998474121094,9.12,16.92,62.56,36.5,89.04,51.25,49.53,44.58,4.0,34.68,54.85,2026-11-04,2025-12-26,última,,,Em Baixa,33.45000076293945,-1.0463446362791728,-12.7569855766432,True,False,False,sem sinal (Em Baixa; sem novo topo (-1.0%))
GMAT3,SMALL11,SMALL11,Consumer Cyclical,59.37,58.08,66.66666666666667,,53.46,74.78,60.18,32.89,46,Não,3,7,False,,True,,False,True,True,False,True,4,6,True,True,False,False,False,,True,False,True,,True,8797411328.0,5.08,0.8,3.12,3.24,15.83,10.88,4.49,,1.71,0.56,0.38,3.819999933242798,0.88,1.64,9.96,8.99,12.38,10.44,9.96,8.97,3.0,134.74,173.41,n/d,2025-11-21,última,,,Em Alta,4.03000020980835,-5.21092470552349,-49.636200241922005,True,False,False,sem sinal (Em Alta; sem novo topo (-5.2%))
AZZA3,BOVA11+SMALL11,BOVA11,Consumer Cyclical,58.93,57.57,66.66666666666667,,40.74,81.43,76.26,36.24,47,Não,2,7,False,,True,,False,True,True,False,True,4,6,False,True,False,False,False,,True,False,True,,True,3273227776.0,4.02,0.42,15.29,3.53,10.39,7.75,7.17,,2.2,0.49,0.45,16.190000534057617,4.08,7.57,53.36,59.1,50.12,54.2,53.36,48.03,3.0,196.64,234.75,2026-08-12,2025-12-22,última,,,Em Baixa,18.59000015258789,-12.910164598337415,-53.70831811336092,True,False,False,sem sinal (Em Baixa; sem novo topo (-12.9%))
IGTI11,BOVA11+SMALL11,BOVA11,Real Estate,58.85,57.48,66.66666666666667,,72.82,35.12,68.89,21.48,48,Não,2,6,False,,True,,False,True,True,False,True,4,6,False,False,True,True,False,,,False,True,,True,,11.28,1.46,1.21,2.45,12.93,12.16,41.86,,2.73,0.9,1.21,24.270000457763672,4.25,7.88,28.51,28.37,25.4,27.43,28.37,25.53,3.0,5.2,13.0,n/d,2026-10-16,próxima,,,Em Baixa,25.729999542236328,-5.674306686543218,-20.234256997786183,True,False,False,sem sinal (Em Baixa; sem novo topo (-5.7%))
HYPE3,BOVA11+SMALL11,BOVA11,Healthcare,58.28,56.8,66.66666666666667,,61.24,46.78,67.26,40.94,49,Não,3,7,False,,True,,False,True,True,True,False,4,6,False,True,False,True,False,,True,False,True,,True,15016155136.0,8.6,1.04,4.93,3.87,12.1,10.74,19.49,,1.96,0.62,1.07,21.329999923706055,5.9,10.94,32.86,33.83,29.62,32.11,32.86,29.58,3.0,38.66,50.52,2026-10-27,2026-06-29,última,,,Em Alta,21.649999618530273,-1.4780586626446435,-20.423986828611696,True,False,False,sem sinal (Em Alta; sem novo topo (-1.5%))
TAEE11,BOVA11+SMALL11,BOVA11,Utilities,57.71,59.08,50.0,,74.68,27.22,51.04,84.56,50,Não,6,7,False,,True,,False,True,False,False,True,3,6,True,True,True,True,False,,True,True,True,,True,40864591872.0,8.69,1.71,8.28,10.68,19.7,10.69,33.52,,2.29,1.49,6.15,39.540000915527344,30.17,34.03,36.66,48.65,55.03,40.91,36.66,32.99,5.0,-16.56,3.46,n/d,2026-05-12,última,,,Em Baixa,41.59000015258789,-4.929067635343564,-11.178521222032344,True,False,False,sem sinal (Em Baixa; sem novo topo (-4.9%))
WEGE3,BOVA11,BOVA11,Industrials,57.22,55.55,66.66666666666667,,86.21,8.6,62.94,20.13,51,Não,5,7,False,,True,,False,True,True,False,True,4,6,True,True,True,True,False,,True,False,True,,True,203078172672.0,32.48,10.77,4.15,2.33,33.16,24.33,15.58,,1.59,0.29,4.03,48.400001525878906,8.06,14.94,19.74,12.27,15.49,14.1,14.94,13.45,5.0,-72.21,-70.87,2026-10-21,2026-06-22,última,,,Lateral,49.16999816894531,-1.5659887568446496,-10.841570998432083,True,False,False,sem sinal (Lateral; sem novo topo (-1.6%))
BBDC3,BOVA11,BOVA11,Financial Services,57.05,56.53,60.0,,51.57,59.35,,71.81,52,Não,2,6,False,,True,,False,True,,False,True,3,5,True,False,False,,False,,True,False,True,,True,175321186304.0,6.61,0.93,9.15,8.69,14.13,0.0,25.36,,,,1.1,15.449999809265137,9.6,17.8,30.97,29.56,34.37,19.45,17.8,16.02,3.0,3.68,25.92,2026-11-04,2026-09-02,próxima,,,Lateral,16.50238800048828,-6.377187296723397,-15.06419527271239,True,False,False,sem sinal (Lateral; sem novo topo (-6.4%))
BMOB3,SMALL11,SMALL11,Communication Services,57.0,52.36,83.33333333333333,,56.11,26.85,74.78,54.36,53,Não,6,7,False,,True,,False,True,True,True,True,5,6,True,True,True,False,True,,True,True,True,,True,1954086016.0,12.58,2.06,9.09,5.97,16.39,10.11,8.91,,1.78,0.05,3.09,23.469999313354492,10.01,14.7,19.56,21.87,18.74,16.98,18.74,16.87,5.0,-28.12,-27.66,n/d,2026-05-18,última,,,Lateral,24.030000686645508,-2.330425956259885,-17.39280114827142,True,False,False,sem sinal (Lateral; sem novo topo (-2.3%))
SBSP3,BOVA11,BOVA11,Utilities,56.58,54.8,66.66666666666667,,77.72,34.64,43.74,24.16,54,Não,7,7,True,,True,,False,True,False,True,True,4,6,True,True,True,True,True,,True,True,True,,True,96322568192.0,11.06,2.21,2.47,2.57,19.97,13.3,22.03,,1.74,1.18,0.77,27.389999389648438,5.02,9.31,32.81,26.28,41.77,33.62,32.81,29.53,3.0,7.82,22.75,2026-08-12,2026-03-20,última,,,Em Baixa,29.299999237060547,-6.5187709800217934,-22.447480677551045,True,False,False,sem sinal (Em Baixa; sem novo topo (-6.5%))
LOGG3,SMALL11,SMALL11,Real Estate,56.5,51.77,83.33333333333333,,53.26,45.61,37.02,89.93,55,Não,3,7,False,,True,,True,True,True,True,False,5,6,False,False,False,True,True,,True,False,True,,True,2211085056.0,5.94,0.63,27.49,13.22,10.63,3.04,149.65,,0.45,0.63,2.6,25.290000915527344,23.88,29.18,37.17,62.01,66.0,43.65,37.17,33.45,5.0,32.27,72.59,2026-11-05,2026-06-12,última,,,Em Baixa,26.549999237060547,-4.745756526329381,-11.881532253530358,True,False,False,sem sinal (Em Baixa; sem novo topo (-4.7%))
CPFE3,BOVA11,BOVA11,Utilities,56.33,54.51,66.66666666666667,,75.51,31.22,22.33,82.55,56,Não,6,7,False,,True,,False,True,False,True,True,4,6,True,True,True,False,True,,True,True,True,,True,52830867456.0,9.17,2.17,8.14,10.17,23.72,15.33,12.79,,1.15,1.43,5.71,45.849998474121094,33.29,38.22,40.99,48.75,58.87,44.03,40.99,36.89,5.0,-19.53,-3.98,2026-08-13,2026-04-30,última,,,Em Alta,47.189998626708984,-2.839585063750072,-13.477241762565594,True,False,False,sem sinal (Em Alta; sem novo topo (-2.8%))
CMIN3,BOVA11,BOVA11,Basic Materials,56.02,60.02,33.333333333333336,,82.65,29.71,30.02,93.96,57,Não,5,7,False,,True,,False,True,False,False,False,2,6,True,True,True,False,False,,True,True,True,,True,31064004608.0,14.01,4.41,18.95,16.62,31.49,21.67,12.51,,1.37,1.31,,5.75,6.83,9.94,4.27,3.47,,6.13,5.55,4.99,4.0,-13.18,6.53,n/d,2026-04-17,última,,,Em Alta,5.980000019073486,-3.846154152840986,-9.773695814269058,True,False,False,sem sinal (Em Alta; sem novo topo (-3.8%))
ITUB4,BOVA11,BOVA11,Financial Services,55.84,51.57,80.0,,59.13,32.56,,65.1,58,Não,4,6,False,,True,,False,True,,True,True,4,5,True,True,False,,True,,True,False,True,,True,461044940800.0,9.9,2.22,8.29,7.15,22.45,0.0,32.58,,,,1.51,41.83000183105469,21.38,39.65,55.98,42.32,57.9,39.0,39.65,35.69,3.0,-14.69,-6.76,n/d,2026-09-01,próxima,,,Lateral,43.16999816894531,-3.103999061215068,-14.105028652709272,True,False,False,sem sinal (Lateral; sem novo topo (-3.1%))
MDIA3,SMALL11,SMALL11,Consumer Defensive,55.68,53.74,66.66666666666667,,39.31,60.91,88.0,32.21,59,Não,1,7,False,,True,,False,False,True,True,True,4,6,False,False,False,False,False,,True,False,True,,True,5832241664.0,8.46,0.7,6.08,3.22,8.33,9.09,6.67,,2.65,0.21,1.4,17.3799991607666,4.0,7.42,27.22,33.88,19.07,26.72,27.22,24.5,3.0,40.96,53.75,2026-08-13,2026-07-24,última,,,Em Baixa,18.008699417114258,-3.4910919538708174,-40.00256265320631,True,False,False,sem sinal (Em Baixa; sem novo topo (-3.5%))
BBDC4,BOVA11,BOVA11,Financial Services,54.91,54.01,60.0,,51.57,51.8,,70.47,60,Não,2,6,False,,True,,False,True,,False,True,3,5,True,False,False,,False,,True,False,True,,True,192782647296.0,7.57,1.07,8.79,8.32,14.13,0.0,25.36,,,,1.45,17.700000762939453,10.52,17.67,28.04,29.5,31.68,18.75,17.67,15.9,3.0,-10.15,5.91,n/d,2026-09-02,próxima,,,Em Alta,18.95059585571289,-6.59923889620827,-16.662657842015392,True,False,False,sem sinal (Em Alta; sem novo topo (-6.6%))
SEER3,SMALL11,SMALL11,Consumer Defensive,54.8,58.58,33.333333333333336,,69.07,70.71,38.72,20.81,61,Não,4,7,False,,False,,False,True,False,True,False,2,6,True,True,True,False,False,,True,False,True,,True,1556972160.0,6.34,1.1,3.93,2.4,17.4,16.63,10.92,,1.56,1.16,0.43,12.15999984741211,2.09,3.87,25.41,21.84,32.9,26.72,25.41,22.87,3.0,88.09,119.71,n/d,2026-04-07,última,,,Em Alta,12.350000381469727,-1.538465815294221,-13.941969222034611,True,False,False,sem sinal (Em Alta; sem novo topo (-1.5%))
SAPR11,SMALL11,SMALL11,Utilities,54.47,55.26,50.0,,58.6,56.67,43.76,59.73,62,Não,4,7,False,,True,,False,False,True,False,True,3,6,False,False,True,True,False,,True,True,True,,True,10527053824.0,8.6,0.83,1.59,6.34,9.64,11.81,16.66,,1.08,0.57,1.96,34.83000183105469,15.77,23.97,43.97,61.84,43.43,43.3,43.7,39.33,4.0,12.92,24.32,n/d,2026-01-02,última,,,Em Baixa,37.22999954223633,-6.44640811359376,-28.50985024964656,True,False,False,sem sinal (Em Baixa; sem novo topo (-6.4%))
CPLE3,BOVA11,BOVA11,Utilities,53.81,48.6,83.33333333333333,,53.22,38.58,37.14,75.84,63,Não,4,7,False,,True,,False,True,True,True,True,5,6,False,True,True,False,True,,True,False,True,,True,44247195648.0,14.18,1.84,7.13,9.17,12.99,9.82,11.41,,1.3,0.98,0.17,14.899999618530273,9.75,18.1,13.92,13.84,31.52,17.43,13.92,12.53,5.0,-15.9,16.96,2026-08-05,2026-04-30,última,,,Em Baixa,14.949999809265137,-0.3344494406205656,-11.686944076615136,True,False,False,sem sinal (Em Baixa; sem novo topo (-0.3%))
FLRY3,BOVA11+SMALL11,BOVA11,Healthcare,53.46,51.13,66.66666666666667,,57.72,31.06,59.13,55.7,64,Não,4,7,False,,True,,False,True,False,True,True,4,6,False,True,True,False,False,,True,True,True,,True,9388425216.0,13.42,1.74,6.25,6.05,13.0,12.7,7.47,,2.14,1.02,5.5,17.270000457763672,7.47,9.26,11.4,16.95,10.93,11.2,10.93,9.84,5.0,-43.04,-35.13,2026-11-05,2025-12-03,última,,,Em Alta,17.489999771118164,-1.257857725749001,-4.585634840957164,True,False,False,sem sinal (Em Alta; sem novo topo (-1.3%))
SUZB3,BOVA11,BOVA11,Basic Materials,53.06,59.48,16.666666666666668,,65.63,64.28,54.28,30.2,65,Não,5,7,False,,False,,False,True,False,False,False,1,6,True,True,False,True,False,,True,True,True,,True,51811409920.0,4.67,1.1,0.01,3.06,23.68,6.83,22.96,,3.52,2.02,0.31,41.970001220703125,9.18,17.03,119.08,87.84,162.34,123.08,119.08,107.17,3.0,155.35,193.27,2026-08-12,2026-04-30,última,,,Em Alta,43.31999969482422,-3.1163399899155286,-29.63241846027842,True,False,False,sem sinal (Em Alta; sem novo topo (-3.1%))
VIVT3,BOVA11,BOVA11,Communication Services,52.94,44.63,100.0,,45.87,33.13,48.0,61.07,66,Não,5,7,False,,True,,True,True,True,True,True,6,6,False,True,True,False,True,,True,True,True,,True,98712272896.0,15.1,1.52,8.05,6.43,10.05,9.1,10.68,,0.95,0.3,52.22,30.889999389648438,14.19,14.53,14.96,30.58,13.75,17.6,14.53,13.08,5.0,-57.66,-43.01,2026-07-27,2026-07-28,última,,,Em Baixa,35.95353698730469,-14.08355900963013,-25.073212864548488,True,False,False,sem sinal (Em Baixa; sem novo topo (-14.1%))
SMTO3,SMALL11,SMALL11,Basic Materials,52.62,53.08,50.0,,46.3,74.17,51.76,33.56,67,Não,2,7,False,,True,,False,True,False,True,False,3,6,False,True,False,False,False,,True,False,True,,True,4741539328.0,5.84,0.66,1.47,3.4,11.35,6.93,11.25,,2.62,1.61,0.64,14.6899995803833,3.57,6.62,33.33,35.49,31.43,33.42,33.33,30.0,3.0,104.2,127.49,2026-08-10,2026-07-06,última,,,Em Baixa,16.049999237060547,-8.473518512928734,-31.346039516814006,True,False,False,sem sinal (Em Baixa; sem novo topo (-8.5%))
MOTV3,BOVA11,BOVA11,Industrials,52.45,52.89,50.0,,73.48,48.66,29.21,18.12,68,Não,5,7,False,,True,,False,True,False,True,False,3,6,True,True,False,True,False,,True,True,True,,True,29425512448.0,7.63,1.67,1.42,2.26,21.85,11.72,19.27,,1.77,2.45,0.51,14.640000343322754,2.36,4.38,25.42,19.45,33.11,26.0,25.42,22.88,3.0,56.29,77.58,2026-10-29,2026-04-22,última,,,Lateral,14.970000267028809,-2.204408268668334,-17.507289550261596,True,False,False,sem sinal (Lateral; sem novo topo (-2.2%))
GGBR4,BOVA11,BOVA11,Basic Materials,52.27,52.67,50.0,,34.78,52.17,88.69,62.42,69,Não,2,7,False,,True,,False,False,True,True,False,3,6,False,False,True,False,False,,True,False,True,,True,50354683904.0,22.68,0.95,2.69,6.78,4.18,10.03,3.22,,2.87,0.28,0.31,25.649999618530273,12.42,23.04,14.99,26.21,33.93,22.12,23.04,20.73,5.0,-19.17,-13.78,n/d,2026-05-14,última,,,Em Alta,26.309999465942383,-2.5085513523725567,-2.98790052787532,True,False,False,sem sinal (Em Alta; sem novo topo (-2.5%))
FESA4,SMALL11,SMALL11,Basic Materials,52.22,55.55,33.333333333333336,,29.6,66.4,93.61,69.13,70,Não,1,7,False,,True,,False,False,True,False,False,2,6,False,False,False,False,False,,True,False,True,,True,1931545216.0,12.45,0.61,12.32,8.28,4.93,4.41,7.06,,3.27,0.12,,5.699999809265137,3.37,4.91,4.76,9.81,,5.71,4.83,4.35,4.0,-23.66,0.23,n/d,2025-11-06,última,,,Lateral,6.159999847412109,-7.467533271777993,-35.955055577784144,True,False,False,sem sinal (Lateral; sem novo topo (-7.5%))
BPAC11,BOVA11,BOVA11,Financial Services,52.11,47.19,80.0,,60.02,32.77,,25.5,71,Não,4,6,False,,True,,False,True,,True,True,4,5,True,True,False,,True,,True,False,True,,True,189369270272.0,12.63,2.93,2.19,2.64,23.23,0.0,38.77,,,,0.84,56.20000076293945,10.59,19.65,58.96,43.82,78.49,15.12,15.12,13.61,2.0,-75.78,-73.09,n/d,2025-12-30,última,,,Em Alta,57.119998931884766,-1.6106410821933093,-14.198472117649686,True,False,False,sem sinal (Em Alta; sem novo topo (-1.6%))
GOAU4,BOVA11+SMALL11,BOVA11,Basic Materials,51.1,51.3,50.0,,31.44,49.65,89.45,68.46,72,Não,2,7,False,,True,,False,False,True,True,False,3,6,False,False,True,False,False,,True,False,True,,True,14812016640.0,18.65,0.77,2.97,8.27,4.13,10.0,1.14,,2.88,0.28,9.32,11.199999809265137,6.61,7.87,5.1,14.02,6.17,7.95,6.61,5.95,5.0,-46.86,-28.98,n/d,2026-08-20,próxima,,,Em Alta,11.529999732971191,-2.8620982770917736,-3.1141920180267513,True,False,False,sem sinal (Em Alta; sem novo topo (-2.9%))
SBFG3,SMALL11,SMALL11,Consumer Cyclical,50.99,45.28,83.33333333333333,,38.3,68.76,40.51,27.52,73,Não,4,7,False,,True,,False,True,True,True,True,5,6,False,True,False,False,True,,True,True,True,,True,2108269056.0,6.3,0.68,5.93,2.68,10.84,7.5,4.2,,1.39,0.94,0.7,9.140000343322754,1.75,3.24,19.22,20.95,16.96,19.04,19.22,17.3,3.0,89.29,108.34,n/d,n/d,,,,Em Baixa,10.039999961853027,-8.964139660854798,-40.201034839090525,False,False,False,sem sinal (Em Baixa; sem novo topo (-9.0%))
PGMN3,SMALL11,SMALL11,Healthcare,50.56,53.6,33.333333333333336,,44.83,62.18,46.8,85.23,74,Não,4,7,False,,True,,False,False,False,True,False,2,6,False,True,True,False,True,,True,False,True,,True,2448502016.0,7.49,0.72,6.94,10.75,9.61,12.78,2.0,,1.73,1.07,3.99,3.4000000953674316,2.61,3.07,3.81,6.94,5.73,4.43,3.81,3.43,5.0,0.96,30.4,n/d,n/d,,,,Em Baixa,3.5399999618530273,-3.954798530910497,-55.38057550616391,False,False,False,sem sinal (Em Baixa; sem novo topo (-4.0%))
RDOR3,BOVA11,BOVA11,Healthcare,50.47,50.55,50.0,,69.73,21.48,47.87,42.28,75,Não,4,7,False,,True,,False,True,False,False,True,3,6,True,True,True,False,False,,True,False,True,,True,74257874944.0,16.53,3.86,12.75,4.01,23.35,15.25,8.08,,2.86,2.44,2.1,34.060001373291016,9.75,18.08,27.3,20.23,24.5,19.97,20.23,18.2,5.0,-46.56,-41.36,n/d,n/d,,,,Em Baixa,35.869998931884766,-5.0459927864253356,-24.230286457518346,False,False,False,sem sinal (Em Baixa; sem novo topo (-5.0%))
CSMG3,BOVA11+SMALL11,BOVA11,Utilities,50.02,50.03,50.0,,66.14,14.22,41.93,83.22,76,Não,5,7,False,,True,,False,True,False,False,True,3,6,True,True,True,True,False,,True,False,True,,True,24021143552.0,17.77,2.75,3.45,10.18,15.46,11.6,16.14,,1.6,1.08,,63.349998474121094,46.07,67.08,37.08,42.99,,48.3,44.53,40.08,4.0,-36.74,-23.75,n/d,n/d,,,,Em Alta,64.38999938964844,-1.6151590703300078,-6.5909779428150905,False,False,False,sem sinal (Em Alta; sem novo topo (-1.6%))
PRIO3,BOVA11,BOVA11,Energy,49.97,47.03,66.66666666666667,,63.13,39.96,39.78,6.71,77,Não,3,7,False,,True,,False,True,True,True,False,4,6,False,False,False,True,True,,True,False,True,,True,46781251584.0,13.22,1.81,0.0,0.18,13.71,10.92,18.58,,1.34,0.9,0.99,58.61000061035156,0.74,1.38,58.74,56.83,60.14,58.57,58.74,52.87,3.0,-9.8,-0.06,n/d,n/d,,,,Em Alta,60.849998474121094,-3.681179819128799,-19.690328974500904,False,False,False,sem sinal (Em Alta; sem novo topo (-3.7%))
COGN3,BOVA11+SMALL11,BOVA11,Consumer Defensive,49.49,52.34,33.333333333333336,,42.78,67.01,60.23,42.95,78,Não,1,7,False,,False,,False,False,True,True,False,2,6,False,False,False,False,False,,True,False,True,,True,4402704384.0,6.76,0.33,5.39,4.01,4.94,10.12,8.92,,1.65,0.49,1.88,2.200000047683716,0.63,0.88,3.24,6.99,2.48,2.86,2.86,2.57,2.0,16.99,29.99,n/d,n/d,,,,Lateral,2.3299999237060547,-5.579394003393934,-53.456321123180395,False,False,False,sem sinal (Lateral; sem novo topo (-5.6%))
UGPA3,BOVA11,BOVA11,Energy,49.45,46.42,66.66666666666667,,57.06,30.39,41.9,47.65,79,Pivô de alta,6,7,False,,True,,False,True,False,True,True,4,6,True,True,True,False,True,,True,True,True,,True,35003895808.0,12.2,2.22,3.97,4.42,18.19,14.05,2.06,,1.67,1.14,1.46,32.75,10.34,19.17,35.57,29.85,34.37,29.74,32.11,28.9,4.0,-11.76,-9.19,n/d,n/d,,,Pivô de alta,Em Alta,33.38999938964844,-1.916739746472862,-1.916739746472862,False,True,False,Pivô de alta
AXIA3,BOVA11,BOVA11,Utilities,49.24,46.16,66.66666666666667,,46.04,27.58,70.6,44.3,80,Não,3,7,False,,True,,False,False,True,True,True,4,6,False,False,False,True,True,,True,False,True,,True,121170714624.0,12.98,1.28,5.38,4.28,9.86,3.25,21.89,,2.11,0.65,2.96,53.16999816894531,16.24,24.69,44.48,61.88,35.49,36.56,35.49,31.94,5.0,-39.93,-31.25,n/d,n/d,,,,Em Baixa,53.709999084472656,-1.0054010886837883,-21.624408845599675,False,False,False,sem sinal (Em Baixa; sem novo topo (-1.0%))
BEEF3,BOVA11+SMALL11,BOVA11,Consumer Defensive,49.18,51.98,33.333333333333336,,68.41,60.67,12.69,34.9,81,Não,4,7,False,,False,,False,True,False,False,True,2,6,True,True,True,False,False,,True,False,True,,True,3469000192.0,4.92,2.78,5.59,3.41,56.47,17.78,1.25,,1.32,13.29,0.33,3.5,0.85,1.58,9.43,4.49,13.1,6.96,6.96,6.26,2.0,78.91,98.78,n/d,n/d,,,,Lateral,3.6700000762939453,-4.6321545711142225,-52.15190997331292,False,False,False,sem sinal (Lateral; sem novo topo (-4.6%))
SYNE3,SMALL11,SMALL11,Real Estate,49.08,51.86,33.333333333333336,,46.28,49.09,43.79,100.0,82,Não,2,7,False,,False,,False,False,True,True,False,2,6,False,False,False,True,False,,False,True,True,,True,607524928.0,9.26,0.88,64.85,130.06,9.47,5.96,20.02,,0.98,0.5,1.78,3.9800000190734863,36.98,61.88,5.14,6.61,12.89,9.75,9.75,8.78,2.0,120.56,145.07,n/d,n/d,,,,Em Baixa,4.190000057220459,-5.011934016208142,-23.674952605701847,False,False,False,sem sinal (Em Baixa; sem novo topo (-5.0%))
ALOS3,BOVA11+SMALL11,BOVA11,Real Estate,49.06,45.96,66.66666666666667,,49.84,36.86,42.7,57.72,83,Não,2,7,False,,True,,False,False,True,True,True,4,6,False,False,False,True,False,,True,False,True,,True,13502887936.0,14.57,1.06,10.91,6.09,7.27,6.39,28.04,,0.77,0.48,17.74,27.0,11.74,12.58,14.18,32.59,12.8,12.82,12.69,11.42,4.0,-57.7,-52.5,n/d,n/d,,,,Lateral,27.56999969482422,-2.067463551445836,-17.667941925312324,False,False,False,sem sinal (Lateral; sem novo topo (-2.1%))
EGIE3,BOVA11,BOVA11,Utilities,48.82,51.55,33.333333333333336,,75.48,28.61,23.65,57.05,84,Não,6,7,False,,True,,False,True,False,False,False,2,6,True,True,True,True,False,,True,True,True,,True,42363973632.0,10.7,2.82,3.25,6.07,26.37,11.59,19.35,,1.54,2.19,1.16,29.90999984741211,12.97,24.06,37.04,25.83,42.79,28.54,25.83,23.25,5.0,-22.28,-4.58,n/d,n/d,,,,Em Baixa,30.399999618530273,-1.6118413725883296,-22.947084700060394,False,False,False,sem sinal (Em Baixa; sem novo topo (-1.6%))
USIM5,BOVA11+SMALL11,BOVA11,Basic Materials,48.18,50.8,33.333333333333336,,10.27,86.84,93.16,58.39,85,Não,3,7,False,,False,,False,False,True,True,False,2,6,False,False,False,False,True,,True,True,True,,True,8850478080.0,-3.88,0.43,0.0,6.19,-11.18,4.67,-10.32,,4.54,0.29,-0.02,7.190000057220459,3.18,5.89,,,,4.54,4.54,4.08,2.0,-43.22,-36.91,n/d,n/d,,,,Em Baixa,8.6899995803833,-17.26121513916896,-40.96880232289376,False,False,False,sem sinal (Em Baixa; sem novo topo (-17.3%))
ECOR3,SMALL11,SMALL11,Industrials,47.71,44.37,66.66666666666667,,53.03,53.45,24.31,22.82,86,Não,1,7,False,,True,,False,True,False,True,True,4,6,False,False,False,False,False,,True,False,True,,True,4744137216.0,8.7,1.15,4.43,2.51,13.28,11.52,6.26,,1.69,6.29,0.84,6.820000171661377,1.22,2.26,10.39,10.23,10.11,10.24,10.23,9.2,3.0,34.97,50.14,n/d,n/d,,,,Em Baixa,7.239999771118164,-5.801099623404015,-42.84589638254565,False,False,False,sem sinal (Em Baixa; sem novo topo (-5.8%))
