ticker,origem,setor,investment,quality,value,safety,dividend,rank_invest,oportunidade_grafica,criterios_ok,criterios_aplicaveis,passa_checklist,roe_roic_ge_selic,roe_ge_setor,roic_ge_setor,margem_ge_15,cagr_ge_setor,divida_ok,marketcap_ok,insider_ok,alavancagem_ok,market_cap,pl,pvp,dy,dy_teto,roe,roic,mrg_liq,div_liq_ebitda,liq_corr,div_patrim,peg,close,teto_bazin,teto_gordon,teto_dcf,teto_graham,teto_lynch,teto_medio,teto_mediana,teto_ajustado,teto_n_metodos,teto_upside_pct,teto_upside_media_pct,prox_resultado,ex_dividendo,ex_tipo,tese_ia,strategy,trend,breakout_level,pct_to_level,dist_52w_high_pct,fund_ok,breakout,aprovado,note
BBDC4,BOVA11,Financial Services,56.84,52.02,58.19,,75.17,52,Não,2,6,False,True,False,False,,False,,True,False,True,196594712576.0,7.72,1.09,8.62,8.34,14.13,0.0,25.36,,,,,18.049999237060547,10.75,15.65,24.32,29.52,,16.91,15.65,14.09,3.0,-21.96,-6.34,n/d,2026-09-02,próxima,,,Em Alta,18.9505615234375,-4.752166764362964,-15.009315932414868,True,False,False,sem sinal (Em Alta; sem novo topo (-4.8%))
ABEV3,BOVA11,Consumer Defensive,56.81,78.98,20.64,53.71,53.69,53,Não,5,7,False,True,True,True,True,False,,True,False,True,244772274176.0,15.37,2.83,5.7,5.43,18.4,20.62,18.41,,1.02,0.03,0.62,15.84000015258789,6.14,11.4,13.66,11.39,30.92,10.65,11.4,10.26,4.0,-35.25,-32.78,2026-10-29,2026-09-22,próxima,,,Em Baixa,16.1299991607666,-1.7978860710921918,-6.783417954659887,True,False,False,sem sinal (Em Baixa; sem novo topo (-1.8%))
TOTS3,BOVA11+SMALL11,Technology,55.79,83.77,23.5,46.51,29.19,54,Rompimento,5,7,False,True,True,True,True,False,,True,False,True,18634569728.0,13.21,3.45,2.16,1.39,26.12,23.37,15.22,,1.62,0.92,0.76,32.5099983215332,3.22,5.98,32.61,22.84,45.99,33.81,32.61,29.35,3.0,-9.73,4.01,2026-11-04,2026-06-16,última,"A Totvs (TOTS3) apresenta-se como uma empresa de alta eficiência operacional no setor de tecnologia, o que se reflete em seu excelente indicador de qualidade de 84 pontos, impulsionado por um ROE de 26,1% e um ROIC de 23,4% que se posicionam muito acima das médias setoriais de 5,8% e 12,0%, respectivamente. Essa robusta rentabilidade convive com múltiplos de preço que sugerem uma avaliação esticada pelo mercado, evidenciada pelo baixo score de valor de 23 pontos e um P/VP de 3,45, embora o P/L de 13,21 e o PEG de 0,76 indiquem que o preço atual ainda guarda forte relação com a capacidade de geração de lucros da companhia. No que tange à estrutura de capital, a sólida margem líquida de 15,22% e a confortável liquidez corrente de 1,62 mitigam os riscos do endividamento sobre o patrimônio de 0,92, garantindo uma operação financeira saudável. Por outro lado, o dividendo de 2,16% é modesto, o que se mostra coerente com uma empresa que prioriza o reinvestimento do lucro em detrimento de um alto payout, mantendo a sustentabilidade financeira frente às suas obrigações. Quanto ao crescimento, a receita expandiu a uma taxa anual de 17,3% nos últimos cinco anos, um ritmo forte, porém abaixo da média setorial de 22,7%, o que impediu a empresa de gabaritar o checklist de critérios, no qual ela atendeu a 5 dos 7 requisitos avaliados devido também à ocorrência de venda de ações por insiders. Sob a ótica do valuation, os modelos de preço-teto revelam uma enorme dispersão, variando desde os conservadores R$ 3,22 por Bazin e R$ 5,98 por Gordon — que penalizam o baixo dividendo — até os R$ 45,99 pelo modelo de Lynch, resultando em uma média de R$ 33,81 e uma mediana de R$ 32,61 que orbitam muito próximo do preço atual de R$ 32,51. Contudo, ao aplicar uma margem de segurança, o preço-teto ajustado cai para R$ 29,35, gerando um upside negativo de 9,7% em relação à cotação de mercado e sugerindo escassa margem para novos entrantes no momento. Em balanço, o ativo destaca-se positivamente por seu excepcional retorno sobre o capital, margens saudáveis e tendência gráfica de alta com rompimento, mas traz como contrapartidas o crescimento histórico abaixo de seus pares de tecnologia, a pressão de venda por insiders e um preço de tela que já desconta boa parte do seu valor intrínseco ajustado.",Rompimento,Em Alta,31.790000915527344,2.2648549395108297,-31.821668785539746,True,True,True,"Rompimento (vol x1.0, +2.3% do topo, MM50>MM200)"
ABCB4,SMALL11,Financial Services,55.77,53.46,49.74,,81.21,55,Rompimento,2,6,False,True,False,False,,False,,True,False,True,6226027008.0,6.25,0.88,10.49,10.04,14.08,0.0,41.54,,,,2.98,24.15999984741211,17.33,20.82,33.17,48.87,46.94,23.77,20.82,18.74,3.0,-22.45,-1.6,n/d,2026-06-30,última,"A análise fundamentalista do Banco ABC Brasil (ABCB4) revela um papel negociado a múltiplos descontados, com um P/L de 6,25 e um P/VP de 0,88, o que evidencia uma relação de preço atrativa frente à sua rentabilidade, embora o ROE de 14,1% e o ROIC de 0,0% fiquem abaixo das médias do setor de serviços financeiros, que registram 19,7% e 5,4%, respectivamente. Essa rentabilidade inferior aos pares é compensada por uma robusta margem líquida de 41,54%, que sustenta um expressivo dividend yield de 10,49%, mostrando-se coerente com a geração de lucro atual, ainda que o crescimento histórico de receita nos últimos cinco anos, de 2,1%, tenha se posicionado abaixo da média setorial de 6,8%. O checklist de critérios de investimento reforça essa postura mais conservadora ao aprovar apenas 2 de 6 requisitos, apontando que, apesar de o retorno superar a taxa Selic e o valor de mercado ser robusto, a companhia falha em superar os pares em eficiência e sofre com vendas de papéis por parte de insiders. No campo do valuation, as metodologias de preço-teto apresentam uma dispersão acentuada, variando desde os conservadores R$ 17,33 pelo método de Bazin e R$ 20,82 por Gordon, até estimativas mais otimistas de R$ 33,17 via fluxo de caixa descontado, R$ 48,87 por Graham e R$ 46,94 por Lynch. Essa disparidade resulta em uma média de R$ 23,77 e uma mediana de R$ 20,82, sendo que o preço-teto ajustado com margem de segurança fica em R$ 18,74, o que indica um upside negativo de 22,4% em relação à cotação atual de R$ 24,16. Em suma, o ativo traz como pontos positivos o seu elevado retorno em dividendos e múltiplos de preço bastante depreciados, enquanto os principais pontos negativos residem no crescimento e rentabilidade abaixo da média de seus pares, além de um preço de tela que já supera a métrica de segurança calculada.",Rompimento,Lateral,24.09000015258789,0.29057573425004257,-11.593761605847552,True,True,True,"Rompimento (vol x1.0, +0.3% do topo, MM50>MM200)"
COGN3,BOVA11+SMALL11,Consumer Defensive,55.74,43.9,75.35,60.23,51.01,56,Não,1,7,False,False,False,False,False,False,,True,False,True,4442728960.0,6.82,0.34,5.34,4.01,4.94,10.12,8.92,,1.65,0.49,0.13,2.2200000286102295,0.64,1.18,4.31,6.92,9.77,7.0,6.92,6.22,3.0,180.35,215.22,2026-08-12,2026-04-28,última,,,Em Baixa,2.3299999237060547,-4.721025695179481,-53.03319718244857,True,False,False,sem sinal (Em Baixa; sem novo topo (-4.7%))
ALUP11,SMALL11,Utilities,55.57,61.21,42.54,67.65,38.59,57,Não,3,7,False,False,False,False,True,False,,True,True,True,15577734144.0,9.68,1.16,3.3,4.6,12.0,9.46,25.17,,3.3,1.14,,32.75,10.76,15.67,35.19,46.36,,26.99,25.43,22.88,4.0,-30.13,-17.58,n/d,2026-05-15,última,,,Lateral,34.11000061035156,-3.987102275040222,-11.175021533026175,True,False,False,sem sinal (Lateral; sem novo topo (-4.0%))
PGMN3,SMALL11,Healthcare,55.07,45.05,76.59,47.18,62.08,58,Não,4,7,False,False,True,True,False,True,,True,False,True,2534919680.0,7.76,0.75,6.7,10.75,9.61,12.78,2.0,,1.73,1.07,0.01,3.5199999809265137,2.7,5.01,6.01,6.92,13.61,6.85,6.01,5.41,5.0,53.67,94.62,n/d,2025-12-26,última,,,Em Baixa,3.630000114440918,-3.0303066128510636,-53.805773834755776,True,False,False,sem sinal (Em Baixa; sem novo topo (-3.0%))
LOGG3,SMALL11,Real Estate,54.88,53.15,55.56,37.02,96.64,59,Não,3,7,False,False,False,False,True,True,,True,False,True,2255673600.0,5.63,0.61,26.95,13.22,10.75,2.79,149.65,,0.45,0.63,0.1,25.799999237060547,24.36,45.19,60.72,66.04,137.48,66.76,60.72,54.65,5.0,111.81,158.75,2026-08-06,2026-06-12,última,,,Em Baixa,26.549999237060547,-2.824858838237143,-10.104534664764541,True,False,False,sem sinal (Em Baixa; sem novo topo (-2.8%))
CPFE3,BOVA11,Utilities,54.8,75.29,36.79,22.7,71.81,60,Não,6,7,False,True,True,True,False,True,,True,True,True,53107408896.0,9.21,2.19,8.1,10.17,23.72,15.33,12.79,,1.15,1.43,0.51,46.09000015258789,33.48,62.1,66.31,48.68,140.97,70.31,62.1,55.89,5.0,21.27,52.54,2026-08-13,2026-04-30,última,,,Lateral,47.20000076293945,-2.3516961703592076,-13.024338646019551,True,False,False,sem sinal (Lateral; sem novo topo (-2.4%))
RDOR3,BOVA11,Healthcare,54.75,69.73,19.69,48.62,87.25,61,Não,4,7,False,True,True,True,False,False,,True,False,True,75108155392.0,16.72,3.9,12.61,4.01,23.35,15.25,8.08,,2.86,2.44,,34.45000076293945,9.86,14.36,21.43,20.24,,16.47,17.3,15.57,4.0,-54.82,-52.19,2026-08-12,2026-06-26,última,,,Em Baixa,36.04999923706055,-4.43827602769058,-23.36268916509432,True,False,False,sem sinal (Em Baixa; sem novo topo (-4.4%))
BMOB3,SMALL11,Communication Services,54.6,57.01,25.37,74.78,76.51,62,Não,6,7,False,True,True,True,False,True,,True,True,True,1993217792.0,12.83,2.1,8.92,5.97,16.39,10.11,8.91,,1.78,0.05,1.51,23.940000534057617,10.21,18.95,24.72,21.88,27.01,20.55,21.88,19.69,5.0,-17.75,-14.14,n/d,2026-05-18,última,,,Em Baixa,24.030000686645508,-0.3745324594930488,-15.73854101043296,True,False,False,sem sinal (Em Baixa; sem novo topo (-0.4%))
SAPR11,SMALL11,Utilities,54.42,59.04,66.19,43.76,25.5,63,Não,4,7,False,False,False,True,True,False,,True,True,True,10521009152.0,8.59,0.83,1.59,6.34,9.64,11.81,16.66,,1.08,0.57,,34.810001373291016,15.76,22.95,42.14,61.84,,35.67,32.55,29.29,4.0,-15.85,2.48,n/d,2026-01-02,última,,,Em Baixa,37.43000030517578,-6.999729923920073,-28.550902091318463,True,False,False,sem sinal (Em Baixa; sem novo topo (-7.0%))
CMIG4,BOVA11,Utilities,54.16,57.1,51.34,39.23,77.85,64,Não,5,7,False,True,True,False,False,True,,True,True,True,32182671360.0,6.66,1.11,9.39,17.42,16.75,9.62,11.15,,0.93,0.69,,11.25,14.0,20.39,17.57,19.63,,17.9,18.6,16.74,4.0,48.78,59.07,2026-08-13,2026-06-24,última,,,Em Alta,11.279999732971191,-0.2659550858277293,-15.639686999695524,True,False,False,sem sinal (Em Alta; sem novo topo (-0.3%))
SBSP3,BOVA11,Utilities,53.15,77.28,26.42,43.74,30.2,65,Não,7,7,True,True,True,True,True,True,,True,True,True,97447911424.0,11.19,2.23,2.44,2.57,19.97,13.3,22.03,,1.74,1.18,0.73,27.709999084472656,5.08,9.42,32.81,26.31,44.49,34.54,32.81,29.53,3.0,6.57,24.64,2026-08-12,2026-03-20,última,,,Em Baixa,30.34000015258789,-8.668427998972517,-21.541427991569172,True,False,False,sem sinal (Em Baixa; sem novo topo (-8.7%))
MOTV3,BOVA11,Industrials,53.11,73.7,47.0,29.21,23.49,66,Pivô de alta,5,7,False,True,True,False,True,False,,True,True,True,30088792064.0,7.8,1.7,1.39,2.26,21.85,11.72,19.27,,1.77,2.45,0.13,14.970000267028809,2.42,4.48,25.43,19.5,57.58,22.47,22.47,20.22,2.0,35.06,50.07,2026-10-29,2026-04-22,última,"A MOTV3 apresenta uma dinâmica intrigante no setor industrial, onde a alta eficiência na alocação do capital próprio, refletida em um ROE de 21,8% que se posiciona bem acima dos 14,9% da média dos pares, contrasta com um ROIC de 11,7%, ligeiramente abaixo dos 12,3% do setor. Essa forte rentabilidade sobre o patrimônio convive com múltiplos de preço bastante descontados, evidenciados pelo P/L de 7,8 e pelo P/VP de 1,7, sugerindo uma relação de qualidade e preço altamente atrativa para o investidor focado em valor. No entanto, a estrutura de capital exige cautela, pois o elevado endividamento de 2,45 vezes o patrimônio líquido, embora mitigado por uma confortável liquidez corrente de 1,77, pressiona o perfil de risco financeiro da companhia. Essa alavancagem ajuda a explicar o modesto dividendo distribuído, com um dividend yield de apenas 1,39%, mostrando que a empresa prioriza a sustentabilidade do balanço e a retenção de lucros em detrimento de proventos imediatos. No quesito expansão, o crescimento de receita nos últimos cinco anos foi expressivo, mas o CAGR de 58,4% ficou abaixo da média setorial de 113,5%, o que aponta para uma expansão mais conservadora que a de seus concorrentes diretos. O checklist de critérios fundamentalistas reforça essa solidez ao aprovar cinco dos sete requisitos analisados, confirmando que a empresa atende a parâmetros rigorosos de margem líquida elevada e escala de mercado. Sob a ótica do valuation, os métodos de preço-teto revelam uma enorme dispersão, variando desde os conservadores Bazin a R$ 2,42 e Gordon a R$ 4,48, que penalizam o baixo dividendo, até os otimistas Graham a R$ 19,50, DCF a R$ 25,43 e Lynch a R$ 57,58. Essa divergência resulta em uma média e mediana de R$ 22,47, estabelecendo um preço-teto ajustado com margem de segurança de R$ 20,22, o que representa um expressivo potencial de valorização de 35,1% frente ao preço atual de R$ 14,97. Em suma, o ativo coloca na balança, como pontos positivos, a excelente margem líquida de 19,27%, o forte desconto patrimonial e o elevado potencial de valorização perante os modelos de fluxo de caixa e ativos, enquanto o alto endividamento, o baixo retorno em dividendos e o crescimento abaixo da média do setor figuram como os principais pontos de atenção.",Pivô de alta,Lateral,15.149999618530273,-1.1881145612789634,-15.647823189857068,True,True,True,Pivô de alta
SMTO3,SMALL11,Basic Materials,52.92,46.52,76.26,52.51,24.16,67,Não,2,7,False,False,True,False,False,False,,True,False,True,4615657984.0,5.69,0.65,1.51,3.4,11.35,6.93,11.25,,2.62,1.61,0.09,14.300000190734863,3.47,6.44,33.3,35.27,75.4,47.99,35.27,31.74,3.0,121.98,235.58,2026-08-10,2026-07-06,última,,,Em Baixa,16.1200008392334,-11.290326015796204,-33.16870823364264,True,False,False,sem sinal (Em Baixa; sem novo topo (-11.3%))
BEEF3,BOVA11+SMALL11,Consumer Defensive,52.24,68.86,54.48,12.31,51.68,68,Não,4,7,False,True,True,True,False,False,,True,False,True,3578025728.0,5.07,2.87,5.42,3.41,56.47,17.78,1.25,,1.32,13.29,,3.609999895095825,0.88,1.28,7.41,4.49,,2.88,2.88,2.6,2.0,-28.09,-20.1,2026-08-12,2026-04-29,última,,,Lateral,3.7200000286102295,-2.9569928136667145,-50.648114292321154,True,False,False,sem sinal (Lateral; sem novo topo (-3.0%))
FLRY3,BOVA11+SMALL11,Healthcare,51.01,57.05,30.51,59.89,57.38,69,Não,3,7,False,False,True,False,False,False,,True,True,True,9437351936.0,14.97,1.83,6.21,6.05,12.25,12.31,7.47,,2.14,1.02,1.23,17.360000610351562,7.51,13.92,15.37,15.73,21.17,14.74,15.37,13.83,5.0,-20.34,-15.1,2026-08-06,2025-12-03,última,,,Em Alta,17.489999771118164,-0.74327708672286,-4.088396439349006,True,False,False,sem sinal (Em Alta; sem novo topo (-0.7%))
RANI3,SMALL11,Consumer Cyclical,50.78,53.93,42.22,52.61,54.36,70,Não,3,7,False,False,True,True,False,False,,True,False,True,1928828416.0,14.94,1.35,5.75,8.89,9.03,11.69,12.12,,2.19,1.29,,8.390000343322754,5.33,7.75,5.84,8.86,,6.95,6.8,6.12,4.0,-27.08,-17.22,n/d,2026-05-08,última,,,Em Alta,8.420000076293945,-0.35629136222521396,-13.895561047499838,True,False,False,sem sinal (Em Alta; sem novo topo (-0.4%))
ITUB4,BOVA11,Financial Services,50.55,59.13,25.92,,73.49,72,Não,4,6,False,True,True,False,,True,,True,False,True,467106955264.0,10.03,2.25,8.18,7.15,22.45,0.0,32.58,,,,1.24,42.380001068115234,21.65,40.16,55.99,42.32,64.44,39.26,40.16,36.14,3.0,-14.72,-7.36,n/d,2026-09-01,próxima,,,Em Baixa,43.630001068115234,-2.8650010758617617,-13.012532311574642,True,False,False,sem sinal (Em Baixa; sem novo topo (-2.9%))
CXSE3,BOVA11,Financial Services,50.16,64.67,18.06,,65.1,73,Não,5,6,False,True,True,False,,True,,True,True,True,58350002176.0,13.29,4.24,6.95,9.63,31.89,-1.14,75.12,,,,1.4,19.450000762939453,13.38,24.81,19.39,12.29,27.99,19.19,19.39,17.45,3.0,-10.27,-1.32,2026-08-10,2026-08-04,última,,,Em Baixa,22.04433250427246,-11.768701732430298,-12.160145647458675,True,False,False,sem sinal (Em Baixa; sem novo topo (-11.8%))
ANIM3,SMALL11,Consumer Defensive,49.32,45.28,70.26,36.76,40.27,74,Não,4,7,False,True,False,True,False,False,,True,True,True,812399424.0,6.47,0.36,3.62,6.41,5.62,14.19,3.27,,1.9,2.02,0.54,2.1500000953674316,0.98,1.83,4.4,6.68,6.12,4.76,5.26,4.73,4.0,120.2,121.26,n/d,2026-04-27,última,,,Em Baixa,2.869999885559082,-25.087101703887104,-59.345627089043674,True,False,False,sem sinal (Em Baixa; sem novo topo (-25.1%))
UGPA3,BOVA11,Energy,48.51,57.06,40.39,41.9,43.62,75,Não,6,7,False,True,True,True,False,True,,True,True,True,34640494592.0,12.07,2.2,4.01,4.42,18.19,14.05,2.06,,1.67,1.14,0.07,32.40999984741211,10.23,18.97,35.58,29.83,80.56,28.13,29.83,26.85,3.0,-17.15,-13.21,2026-08-12,2025-12-08,última,,,Em Alta,33.38999938964844,-2.935009164870328,-2.935009164870328,True,False,False,sem sinal (Em Alta; sem novo topo (-2.9%))
EGIE3,BOVA11,Utilities,48.38,76.37,22.4,23.28,37.58,76,Não,7,7,True,True,True,True,True,True,,True,True,True,42250661888.0,10.67,2.81,3.26,6.07,26.37,11.59,19.35,,1.54,2.19,,29.829999923706055,12.94,18.84,29.08,25.84,,21.67,22.34,20.11,4.0,-32.6,-27.35,2026-08-05,2026-05-05,última,,,Em Baixa,32.27000045776367,-7.561203902835989,-23.15317722352317,True,False,False,sem sinal (Em Baixa; sem novo topo (-7.6%))
